generator,gen_capacity,var_cost,type
COAL-NEW-112,660,3011,coal
COAL-NEW-113,660,3012,coal
COAL-NEW-114,660,3013,coal
COAL-NEW-115,660,3014,coal
COAL-NEW-116,660,3015,coal
COAL-NEW-117,660,3016,coal
COAL-NEW-118,660,3017,coal
COAL-NEW-119,660,3018,coal
COAL-NEW-120,660,3019,coal
COAL-NEW-121,660,3020,coal
COAL-NEW-122,660,3021,coal
COAL-NEW-123,660,3022,coal
COAL-NEW-124,660,3023,coal
COAL-NEW-125,660,3024,coal
COAL-NEW-126,660,3025,coal
COAL-NEW-127,660,3026,coal
COAL-NEW-128,660,3027,coal
COAL-NEW-129,660,3028,coal
COAL-NEW-130,660,3029,coal
COAL-NEW-131,660,3030,coal
COAL-NEW-132,660,3031,coal
COAL-NEW-133,660,3032,coal
COAL-NEW-134,660,3033,coal
COAL-NEW-135,660,3034,coal
COAL-NEW-136,660,3035,coal
COAL-NEW-137,660,3036,coal
COAL-NEW-138,660,3037,coal
COAL-NEW-139,660,3038,coal
COAL-NEW-140,660,3039,coal
COAL-NEW-141,660,3040,coal
COAL-NEW-142,660,3041,coal
COAL-NEW-143,660,3042,coal
COAL-NEW-144,660,3043,coal
COAL-NEW-145,660,3044,coal
COAL-NEW-146,660,3045,coal
COAL-NEW-147,660,3046,coal
COAL-NEW-148,660,3047,coal
COAL-NEW-149,660,3048,coal
COAL-NEW-150,660,3049,coal
COAL-NEW-151,660,3050,coal
COAL-NEW-152,660,3051,coal
COAL-NEW-153,660,3052,coal
COAL-NEW-154,660,3053,coal
COAL-NEW-155,660,3054,coal
COAL-NEW-156,660,3055,coal
COAL-NEW-157,660,3056,coal
COAL-NEW-158,660,3057,coal
COAL-NEW-159,660,3058,coal
COAL-NEW-160,660,3059,coal
COAL-NEW-161,660,3060,coal
COAL-NEW-162,660,3061,coal
COAL-NEW-163,660,3062,coal
COAL-NEW-164,660,3063,coal
COAL-NEW-165,660,3064,coal
COAL-NEW-166,660,3065,coal
COAL-NEW-167,660,3066,coal
COAL-NEW-168,660,3067,coal
COAL-NEW-169,660,3068,coal
COAL-NEW-170,660,3069,coal
COAL-NEW-171,660,3070,coal
COAL-NEW-172,660,3071,coal
COAL-NEW-173,660,3072,coal
COAL-NEW-174,660,3073,coal
COAL-NEW-175,660,3074,coal
COAL-NEW-176,660,3075,coal
COAL-NEW-177,660,3076,coal
COAL-NEW-178,660,3077,coal
COAL-NEW-179,660,3078,coal
COAL-NEW-180,660,3079,coal
COAL-NEW-181,660,3080,coal
COAL-NEW-182,660,3081,coal
COAL-NEW-183,660,3082,coal
COAL-NEW-184,660,3083,coal
COAL-NEW-185,660,3084,coal
COAL-NEW-186,660,3085,coal
COAL-NEW-187,660,3086,coal
COAL-NEW-188,660,3087,coal
COAL-NEW-189,660,3088,coal
COAL-NEW-190,660,3089,coal
COAL-NEW-191,660,3090,coal
COAL-NEW-192,660,3091,coal
COAL-NEW-193,660,3092,coal
COAL-NEW-194,660,3093,coal
COAL-NEW-195,660,3094,coal
COAL-NEW-196,660,3095,coal
COAL-NEW-197,660,3096,coal
COAL-NEW-198,660,3097,coal
COAL-NEW-199,660,3098,coal
COAL-NEW-200,660,3099,coal
COAL-NEW-201,660,3100,coal
COAL-NEW-202,660,3101,coal
COAL-NEW-203,660,3102,coal
COAL-NEW-204,660,3103,coal
COAL-NEW-205,660,3104,coal
COAL-NEW-206,660,3105,coal
COAL-NEW-207,660,3106,coal
COAL-NEW-208,660,3107,coal
COAL-NEW-209,660,3108,coal
COAL-NEW-210,660,3109,coal
COAL-NEW-211,660,3110,coal
COAL-NEW-212,660,3111,coal
COAL-NEW-213,660,3112,coal
COAL-NEW-214,660,3113,coal
COAL-NEW-215,660,3114,coal
COAL-NEW-216,660,3115,coal
COAL-NEW-217,660,3116,coal
COAL-NEW-218,660,3117,coal
COAL-NEW-219,660,3118,coal
COAL-NEW-220,660,3119,coal
COAL-NEW-221,660,3120,coal
COAL-NEW-222,660,3121,coal
COAL-NEW-223,660,3122,coal
COAL-NEW-224,660,3123,coal
COAL-NEW-225,660,3124,coal
COAL-NEW-226,660,3125,coal
COAL-NEW-227,660,3126,coal
COAL-NEW-228,660,3127,coal
COAL-NEW-229,660,3128,coal
COAL-NEW-230,660,3129,coal
COAL-NEW-231,660,3130,coal
COAL-NEW-232,660,3131,coal
COAL-NEW-233,660,3132,coal
COAL-NEW-234,660,3133,coal
COAL-NEW-235,660,3134,coal
COAL-NEW-236,660,3135,coal
COAL-NEW-237,660,3136,coal
COAL-NEW-238,660,3137,coal
COAL-NEW-239,660,3138,coal
COAL-NEW-240,660,3139,coal
COAL-NEW-241,660,3140,coal
COAL-NEW-242,660,3141,coal
COAL-NEW-243,660,3142,coal
COAL-NEW-244,660,3143,coal
COAL-NEW-245,660,3144,coal
COAL-NEW-246,660,3145,coal
COAL-NEW-247,660,3146,coal
COAL-NEW-248,660,3147,coal
COAL-NEW-249,660,3148,coal
COAL-NEW-250,660,3149,coal
COAL-NEW-251,660,3150,coal
COAL-NEW-252,660,3151,coal
COAL-NEW-253,660,3152,coal
COAL-NEW-254,660,3153,coal
COAL-NEW-255,660,3154,coal
COAL-NEW-256,660,3155,coal
COAL-NEW-257,660,3156,coal
COAL-NEW-258,660,3157,coal
COAL-NEW-259,660,3158,coal
COAL-NEW-260,660,3159,coal
COAL-NEW-261,660,3160,coal
COAL-NEW-262,660,3161,coal
COAL-NEW-263,660,3162,coal
COAL-NEW-264,660,3163,coal
COAL-NEW-265,660,3164,coal
COAL-NEW-266,660,3165,coal
COAL-NEW-267,660,3166,coal
COAL-NEW-268,660,3167,coal
COAL-NEW-269,660,3168,coal
COAL-NEW-270,660,3169,coal
COAL-NEW-271,660,3170,coal
COAL-NEW-272,660,3171,coal
COAL-NEW-273,660,3172,coal
COAL-NEW-274,660,3173,coal
COAL-NEW-275,660,3174,coal
COAL-NEW-276,660,3175,coal
COAL-NEW-277,660,3176,coal
COAL-NEW-278,660,3177,coal
COAL-NEW-279,660,3178,coal
COAL-NEW-280,660,3179,coal
COAL-NEW-281,660,3180,coal
COAL-NEW-282,660,3181,coal
COAL-NEW-283,660,3182,coal
COAL-NEW-284,660,3183,coal
COAL-NEW-285,660,3184,coal
COAL-NEW-286,660,3185,coal
COAL-NEW-287,660,3186,coal
COAL-NEW-288,660,3187,coal
COAL-NEW-289,660,3188,coal
COAL-NEW-290,660,3189,coal
COAL-NEW-291,660,3190,coal
COAL-NEW-292,660,3191,coal
COAL-NEW-293,660,3192,coal
COAL-NEW-294,660,3193,coal
COAL-NEW-295,660,3194,coal
COAL-NEW-296,660,3195,coal
COAL-NEW-297,660,3196,coal
COAL-NEW-298,660,3197,coal
COAL-NEW-299,660,3198,coal
COAL-NEW-300,660,3199,coal
COAL-NEW-301,660,3200,coal
COAL-NEW-302,660,3201,coal
COAL-NEW-303,660,3202,coal
COAL-NEW-304,660,3203,coal
COAL-NEW-305,660,3204,coal
COAL-NEW-306,660,3205,coal
COAL-NEW-307,660,3206,coal
COAL-NEW-308,660,3207,coal
COAL-NEW-309,660,3208,coal
COAL-NEW-310,660,3209,coal
COAL-NEW-311,660,3210,coal
COAL-NEW-312,660,3211,coal
COAL-NEW-313,660,3212,coal
COAL-NEW-314,660,3213,coal
COAL-NEW-315,660,3214,coal
COAL-NEW-316,660,3215,coal
COAL-NEW-317,660,3216,coal
COAL-NEW-318,660,3217,coal
COAL-NEW-319,660,3218,coal
COAL-NEW-320,660,3219,coal
COAL-NEW-321,660,3220,coal
COAL-NEW-322,660,3221,coal
COAL-NEW-323,660,3222,coal
COAL-NEW-324,660,3223,coal
COAL-NEW-325,660,3224,coal
COAL-NEW-326,660,3225,coal
COAL-NEW-327,660,3226,coal
COAL-NEW-328,660,3227,coal
COAL-NEW-329,660,3228,coal
COAL-NEW-330,660,3229,coal
COAL-NEW-331,660,3230,coal
COAL-NEW-332,660,3231,coal
COAL-NEW-333,660,3232,coal
COAL-NEW-334,660,3233,coal
COAL-NEW-335,660,3234,coal
COAL-NEW-336,660,3235,coal
COAL-NEW-337,660,3236,coal
COAL-NEW-338,660,3237,coal
COAL-NEW-339,660,3238,coal
COAL-NEW-340,660,3239,coal
COAL-NEW-341,660,3240,coal
COAL-NEW-342,660,3241,coal
COAL-NEW-343,660,3242,coal
COAL-NEW-344,660,3243,coal
COAL-NEW-345,660,3244,coal
COAL-NEW-346,660,3245,coal
COAL-NEW-347,660,3246,coal
COAL-NEW-348,660,3247,coal
COAL-NEW-349,660,3248,coal
COAL-NEW-350,660,3249,coal
COAL-NEW-351,660,3250,coal
COAL-NEW-352,660,3251,coal
COAL-NEW-353,660,3252,coal
COAL-NEW-354,660,3253,coal
COAL-NEW-355,660,3254,coal
COAL-NEW-356,660,3255,coal
COAL-NEW-357,660,3256,coal
COAL-NEW-358,660,3257,coal
COAL-NEW-359,660,3258,coal
COAL-NEW-360,660,3259,coal
COAL-NEW-361,660,3260,coal
COAL-NEW-362,660,3261,coal
COAL-NEW-363,660,3262,coal
COAL-NEW-364,660,3263,coal
COAL-NEW-365,660,3264,coal
COAL-NEW-366,660,3265,coal
COAL-NEW-367,660,3266,coal
COAL-NEW-368,660,3267,coal
COAL-NEW-369,660,3268,coal
COAL-NEW-370,660,3269,coal
COAL-NEW-371,660,3270,coal
COAL-NEW-372,660,3271,coal
COAL-NEW-373,660,3272,coal
COAL-NEW-374,660,3273,coal
COAL-NEW-375,660,3274,coal
COAL-NEW-376,660,3275,coal
COAL-NEW-377,660,3276,coal
COAL-NEW-378,660,3277,coal
COAL-NEW-379,660,3278,coal
COAL-NEW-380,660,3279,coal
COAL-NEW-381,660,3280,coal
COAL-NEW-382,660,3281,coal
COAL-NEW-383,660,3282,coal
COAL-NEW-384,660,3283,coal
COAL-NEW-385,660,3284,coal
COAL-NEW-386,660,3285,coal
COAL-NEW-387,660,3286,coal
COAL-NEW-388,660,3287,coal
COAL-NEW-389,660,3288,coal
COAL-NEW-390,660,3289,coal
COAL-NEW-391,660,3290,coal
COAL-NEW-392,660,3291,coal
COAL-NEW-393,660,3292,coal
COAL-NEW-394,660,3293,coal
COAL-NEW-395,660,3294,coal
COAL-NEW-396,660,3295,coal
COAL-NEW-397,660,3296,coal
COAL-NEW-398,660,3297,coal
COAL-NEW-399,660,3298,coal
COAL-NEW-400,660,3299,coal
COAL-NEW-401,660,3300,coal
COAL-NEW-402,660,3301,coal
COAL-NEW-403,660,3302,coal
COAL-NEW-404,660,3303,coal
COAL-NEW-405,660,3304,coal
COAL-NEW-406,660,3305,coal
COAL-NEW-407,660,3306,coal
COAL-NEW-408,660,3307,coal
COAL-NEW-409,660,3308,coal
COAL-NEW-410,660,3309,coal
COAL-NEW-411,660,3310,coal
COAL-NEW-412,660,3311,coal
COAL-NEW-413,660,3312,coal
COAL-NEW-414,660,3313,coal
COAL-NEW-415,660,3314,coal
COAL-NEW-416,660,3315,coal
COAL-NEW-417,660,3316,coal
COAL-NEW-418,660,3317,coal
COAL-NEW-419,660,3318,coal
COAL-NEW-420,660,3319,coal
COAL-NEW-421,660,3320,coal
COAL-NEW-422,660,3321,coal
COAL-NEW-423,660,3322,coal
COAL-NEW-424,660,3323,coal
COAL-NEW-425,660,3324,coal
COAL-NEW-426,660,3325,coal
COAL-NEW-427,660,3326,coal
COAL-NEW-428,660,3327,coal
COAL-NEW-429,660,3328,coal
COAL-NEW-430,660,3329,coal
COAL-NEW-431,660,3330,coal
COAL-NEW-432,660,3331,coal
COAL-NEW-433,660,3332,coal
COAL-NEW-434,660,3333,coal
COAL-NEW-435,660,3334,coal
COAL-NEW-436,660,3335,coal
COAL-NEW-437,660,3336,coal
COAL-NEW-438,660,3337,coal
COAL-NEW-439,660,3338,coal
COAL-NEW-440,660,3339,coal
COAL-NEW-441,660,3340,coal
COAL-NEW-442,660,3341,coal
COAL-NEW-443,660,3342,coal
COAL-NEW-444,660,3343,coal
COAL-NEW-445,660,3344,coal
COAL-NEW-446,660,3345,coal
COAL-NEW-447,660,3346,coal
COAL-NEW-448,660,3347,coal
COAL-NEW-449,660,3348,coal
COAL-NEW-450,660,3349,coal
COAL-NEW-451,660,3350,coal
COAL-NEW-452,660,3351,coal
COAL-NEW-453,660,3352,coal
COAL-NEW-454,660,3353,coal
COAL-NEW-455,660,3354,coal
COAL-NEW-456,660,3355,coal
COAL-NEW-457,660,3356,coal
COAL-NEW-458,660,3357,coal
COAL-NEW-459,660,3358,coal
COAL-NEW-460,660,3359,coal
COAL-NEW-461,660,3360,coal
COAL-NEW-462,660,3361,coal
COAL-NEW-463,660,3362,coal
COAL-NEW-464,660,3363,coal
COAL-NEW-465,660,3364,coal
COAL-NEW-466,660,3365,coal
COAL-NEW-467,660,3366,coal
COAL-NEW-468,660,3367,coal
COAL-NEW-469,660,3368,coal
COAL-NEW-470,660,3369,coal
COAL-NEW-471,660,3370,coal
COAL-NEW-472,660,3371,coal
COAL-NEW-473,660,3372,coal
COAL-NEW-474,660,3373,coal
COAL-NEW-475,660,3374,coal
COAL-NEW-476,660,3375,coal
COAL-NEW-477,660,3376,coal
COAL-NEW-478,660,3377,coal
COAL-NEW-479,660,3378,coal
COAL-NEW-480,660,3379,coal
COAL-NEW-481,660,3380,coal
COAL-NEW-482,660,3381,coal
COAL-NEW-483,660,3382,coal
COAL-NEW-484,660,3383,coal
COAL-NEW-485,660,3384,coal
COAL-NEW-486,660,3385,coal
COAL-NEW-487,660,3386,coal
COAL-NEW-488,660,3387,coal
COAL-NEW-489,660,3388,coal
COAL-NEW-490,660,3389,coal
COAL-NEW-491,660,3390,coal
COAL-NEW-492,660,3391,coal
COAL-NEW-493,660,3392,coal
COAL-NEW-494,660,3393,coal
COAL-NEW-495,660,3394,coal
COAL-NEW-496,660,3395,coal
COAL-NEW-497,660,3396,coal
COAL-NEW-498,660,3397,coal
COAL-NEW-499,660,3398,coal
COAL-NEW-500,660,3399,coal
COAL-NEW-501,660,3400,coal
COAL-NEW-502,660,3401,coal
COAL-NEW-503,660,3402,coal
COAL-NEW-504,660,3403,coal
COAL-NEW-505,660,3404,coal
COAL-NEW-506,660,3405,coal
COAL-NEW-507,660,3406,coal
COAL-NEW-508,660,3407,coal
COAL-NEW-509,660,3408,coal
COAL-NEW-510,660,3409,coal
COAL-NEW-511,660,3410,coal
COAL-NEW-512,660,3411,coal
COAL-NEW-513,660,3412,coal
COAL-NEW-514,660,3413,coal
COAL-NEW-515,660,3414,coal
COAL-NEW-516,660,3415,coal
COAL-NEW-517,660,3416,coal
COAL-NEW-518,660,3417,coal
COAL-NEW-519,660,3418,coal
COAL-NEW-520,660,3419,coal
COAL-NEW-521,660,3420,coal
COAL-NEW-522,660,3421,coal
COAL-NEW-523,660,3422,coal
COAL-NEW-524,660,3423,coal
COAL-NEW-525,660,3424,coal
COAL-NEW-526,660,3425,coal
COAL-NEW-527,660,3426,coal
COAL-NEW-528,660,3427,coal
COAL-NEW-529,660,3428,coal
COAL-NEW-530,660,3429,coal
COAL-NEW-531,660,3430,coal
COAL-NEW-532,660,3431,coal
COAL-NEW-533,660,3432,coal
COAL-NEW-534,660,3433,coal
COAL-NEW-535,660,3434,coal
COAL-NEW-536,660,3435,coal
COAL-NEW-537,660,3436,coal
COAL-NEW-538,660,3437,coal
COAL-NEW-539,660,3438,coal
COAL-NEW-540,660,3439,coal
COAL-NEW-541,660,3440,coal
COAL-NEW-542,660,3441,coal
COAL-NEW-543,660,3442,coal
COAL-NEW-544,660,3443,coal
COAL-NEW-545,660,3444,coal
COAL-NEW-546,660,3445,coal
COAL-NEW-547,660,3446,coal
COAL-NEW-548,660,3447,coal
COAL-NEW-549,660,3448,coal
COAL-NEW-550,660,3449,coal
COAL-NEW-551,660,3450,coal
COAL-NEW-552,660,3451,coal
COAL-NEW-553,660,3452,coal
COAL-NEW-554,660,3453,coal
COAL-NEW-555,660,3454,coal
COAL-NEW-556,660,3455,coal
COAL-NEW-557,660,3456,coal
COAL-NEW-558,660,3457,coal
COAL-NEW-559,660,3458,coal
COAL-NEW-560,660,3459,coal
COAL-NEW-561,660,3460,coal
COAL-NEW-562,660,3461,coal
COAL-NEW-563,660,3462,coal
COAL-NEW-564,660,3463,coal
COAL-NEW-565,660,3464,coal
COAL-NEW-566,660,3465,coal
COAL-NEW-567,660,3466,coal
COAL-NEW-568,660,3467,coal
COAL-NEW-569,660,3468,coal
COAL-NEW-570,660,3469,coal
COAL-NEW-571,660,3470,coal
COAL-NEW-572,660,3471,coal
COAL-NEW-573,660,3472,coal
COAL-NEW-574,660,3473,coal
COAL-NEW-575,660,3474,coal
COAL-NEW-576,660,3475,coal
COAL-NEW-577,660,3476,coal
COAL-NEW-578,660,3477,coal
COAL-NEW-579,660,3478,coal
COAL-NEW-580,660,3479,coal
COAL-NEW-581,660,3480,coal
COAL-NEW-582,660,3481,coal
COAL-NEW-583,660,3482,coal
COAL-NEW-584,660,3483,coal
COAL-NEW-585,660,3484,coal
COAL-NEW-586,660,3485,coal
COAL-NEW-587,660,3486,coal
COAL-NEW-588,660,3487,coal
COAL-NEW-589,660,3488,coal
COAL-NEW-590,660,3489,coal
COAL-NEW-591,660,3490,coal
COAL-NEW-592,660,3491,coal
COAL-NEW-593,660,3492,coal
COAL-NEW-594,660,3493,coal
COAL-NEW-595,660,3494,coal
COAL-NEW-596,660,3495,coal
COAL-NEW-597,660,3496,coal
COAL-NEW-598,660,3497,coal
COAL-NEW-599,660,3498,coal
COAL-NEW-600,660,3499,coal
COAL-NEW-601,660,3500,coal
COAL-NEW-602,660,3501,coal
COAL-NEW-603,660,3502,coal
COAL-NEW-604,660,3503,coal
COAL-NEW-605,660,3504,coal
COAL-NEW-606,660,3505,coal
COAL-NEW-607,660,3506,coal
COAL-NEW-608,660,3507,coal
COAL-NEW-609,660,3508,coal
COAL-NEW-610,660,3509,coal
COAL-NEW-611,660,3510,coal
COAL-NEW-612,660,3511,coal
COAL-NEW-613,660,3512,coal
COAL-NEW-614,660,3513,coal
COAL-NEW-615,660,3514,coal
COAL-NEW-616,660,3515,coal
COAL-NEW-617,660,3516,coal
COAL-NEW-618,660,3517,coal
COAL-NEW-619,660,3518,coal
COAL-NEW-620,660,3519,coal
COAL-NEW-621,660,3520,coal
COAL-NEW-622,660,3521,coal
COAL-NEW-623,660,3522,coal
COAL-NEW-624,660,3523,coal
COAL-NEW-625,660,3524,coal
COAL-NEW-626,660,3525,coal
COAL-NEW-627,660,3526,coal
COAL-NEW-628,660,3527,coal
COAL-NEW-629,660,3528,coal
COAL-NEW-630,660,3529,coal
COAL-NEW-631,660,3530,coal
COAL-NEW-632,660,3531,coal
COAL-NEW-633,660,3532,coal
COAL-NEW-634,660,3533,coal
COAL-NEW-635,660,3534,coal
COAL-NEW-636,660,3535,coal
COAL-NEW-637,660,3536,coal
COAL-NEW-638,660,3537,coal
COAL-NEW-639,660,3538,coal
COAL-NEW-640,660,3539,coal
COAL-NEW-641,660,3540,coal
COAL-NEW-642,660,3541,coal
COAL-NEW-643,660,3542,coal
COAL-NEW-644,660,3543,coal
COAL-NEW-645,660,3544,coal
COAL-NEW-646,660,3545,coal
COAL-NEW-647,660,3546,coal
COAL-NEW-648,660,3547,coal
COAL-NEW-649,660,3548,coal
COAL-NEW-650,660,3549,coal
COAL-NEW-651,660,3550,coal
COAL-NEW-652,660,3551,coal
COAL-NEW-653,660,3552,coal
COAL-NEW-654,660,3553,coal
COAL-NEW-655,660,3554,coal
COAL-NEW-656,660,3555,coal
COAL-NEW-657,660,3556,coal
COAL-NEW-658,660,3557,coal
COAL-NEW-659,660,3558,coal
COAL-NEW-660,660,3559,coal
COAL-NEW-661,660,3560,coal
COAL-NEW-662,660,3561,coal
COAL-NEW-663,660,3562,coal
COAL-NEW-664,660,3563,coal
COAL-NEW-665,660,3564,coal
COAL-NEW-666,660,3565,coal
COAL-NEW-667,660,3566,coal
COAL-NEW-668,660,3567,coal
COAL-NEW-669,660,3568,coal
COAL-NEW-670,660,3569,coal
COAL-NEW-671,660,3570,coal
COAL-NEW-672,660,3571,coal
COAL-NEW-673,660,3572,coal
COAL-NEW-674,660,3573,coal
COAL-NEW-675,660,3574,coal
COAL-NEW-676,660,3575,coal
COAL-NEW-677,660,3576,coal
COAL-NEW-678,660,3577,coal
COAL-NEW-679,660,3578,coal
COAL-NEW-680,660,3579,coal
COAL-NEW-681,660,3580,coal
COAL-NEW-682,660,3581,coal
COAL-NEW-683,660,3582,coal
COAL-NEW-684,660,3583,coal
COAL-NEW-685,660,3584,coal
COAL-NEW-686,660,3585,coal
COAL-NEW-687,660,3586,coal
COAL-NEW-688,660,3587,coal
COAL-NEW-689,660,3588,coal
COAL-NEW-690,660,3589,coal
COAL-NEW-691,660,3590,coal
COAL-NEW-692,660,3591,coal
COAL-NEW-693,660,3592,coal
COAL-NEW-694,660,3593,coal
COAL-NEW-695,660,3594,coal
COAL-NEW-696,660,3595,coal
COAL-NEW-697,660,3596,coal
COAL-NEW-698,660,3597,coal
COAL-NEW-699,660,3598,coal
COAL-NEW-700,660,3599,coal
COAL-NEW-701,660,3600,coal
COAL-NEW-702,660,3601,coal
COAL-NEW-703,660,3602,coal
COAL-NEW-704,660,3603,coal
COAL-NEW-705,660,3604,coal
COAL-NEW-706,660,3605,coal
COAL-NEW-707,660,3606,coal
COAL-NEW-708,660,3607,coal
COAL-NEW-709,660,3608,coal
COAL-NEW-710,660,3609,coal
COAL-NEW-711,660,3610,coal
COAL-NEW-712,660,3611,coal
COAL-NEW-713,660,3612,coal
COAL-NEW-714,660,3613,coal
COAL-NEW-715,660,3614,coal
COAL-NEW-716,660,3615,coal
COAL-NEW-717,660,3616,coal
COAL-NEW-718,660,3617,coal
COAL-NEW-719,660,3618,coal
COAL-NEW-720,660,3619,coal
COAL-NEW-721,660,3620,coal
COAL-NEW-722,660,3621,coal
COAL-NEW-723,660,3622,coal
COAL-NEW-724,660,3623,coal
COAL-NEW-725,660,3624,coal
COAL-NEW-726,660,3625,coal
COAL-NEW-727,660,3626,coal
COAL-NEW-728,660,3627,coal
COAL-NEW-729,660,3628,coal
COAL-NEW-730,660,3629,coal
COAL-NEW-731,660,3630,coal
COAL-NEW-732,660,3631,coal
COAL-NEW-733,660,3632,coal
COAL-NEW-734,660,3633,coal
COAL-NEW-735,660,3634,coal
COAL-NEW-736,660,3635,coal
COAL-NEW-737,660,3636,coal
COAL-NEW-738,660,3637,coal
COAL-NEW-739,660,3638,coal
COAL-NEW-740,660,3639,coal
COAL-NEW-741,660,3640,coal
COAL-NEW-742,660,3641,coal
COAL-NEW-743,660,3642,coal
COAL-NEW-744,660,3643,coal
COAL-NEW-745,660,3644,coal
COAL-NEW-746,660,3645,coal
COAL-NEW-747,660,3646,coal
COAL-NEW-748,660,3647,coal
COAL-NEW-749,660,3648,coal
COAL-NEW-750,660,3649,coal
COAL-NEW-751,660,3650,coal
COAL-NEW-752,660,3651,coal
COAL-NEW-753,660,3652,coal
COAL-NEW-754,660,3653,coal
COAL-NEW-755,660,3654,coal
COAL-NEW-756,660,3655,coal
COAL-NEW-757,660,3656,coal
COAL-NEW-758,660,3657,coal
COAL-NEW-759,660,3658,coal
COAL-NEW-760,660,3659,coal
COAL-NEW-761,660,3660,coal
COAL-NEW-762,660,3661,coal
COAL-NEW-763,660,3662,coal
COAL-NEW-764,660,3663,coal
COAL-NEW-765,660,3664,coal
COAL-NEW-766,660,3665,coal
COAL-NEW-767,660,3666,coal
COAL-NEW-768,660,3667,coal
COAL-NEW-769,660,3668,coal
COAL-NEW-770,660,3669,coal
COAL-NEW-771,660,3670,coal
COAL-NEW-772,660,3671,coal
COAL-NEW-773,660,3672,coal
COAL-NEW-774,660,3673,coal
COAL-NEW-775,660,3674,coal
COAL-NEW-776,660,3675,coal
COAL-NEW-777,660,3676,coal
COAL-NEW-778,660,3677,coal
COAL-NEW-779,660,3678,coal
COAL-NEW-780,660,3679,coal
COAL-NEW-781,660,3680,coal
COAL-NEW-782,660,3681,coal
